intersection_id,tollgate_id,time_window,avg_travel_time,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,hours
B,1,2016/07/25 21:00,80.57,1001.4,1006.2,235,1.7,29.6,82,0,21
B,1,2016/07/26 0:00,0,1002,1006.8,200,2.7,31.9,72,0,0
B,1,2016/07/26 3:00,176.49,1001,1005.7,180,2.7,36.2,56,0,3
B,1,2016/07/26 6:00,355.04,999,1003.7,254,2.2,38.4,43,0,6
B,1,2016/07/26 9:00,442.59,998.2,1002.9,291,1.5,38.8,42,0,9
B,1,2016/07/26 12:00,546.04,999.6,1004.4,197,1.1,32.3,57,0,12
B,1,2016/07/26 15:00,684.46,1000.6,1005.4,352,0.7,31.5,61,0,15
B,1,2016/07/26 18:00,282.68,1000,1004.7,201,1.3,30.2,75,0,18
B,1,2016/07/26 21:00,142.44,1000.6,1005.4,184,1.5,29.5,80,0,21
B,1,2016/07/27 0:00,0,1001.5,1006.3,233,3.1,31.9,72,0,0
B,1,2016/07/27 3:00,429.25,1000.5,1005.3,209,2.8,36.6,54,0,3
B,1,2016/07/27 6:00,1098.59,998.8,1003.5,189,1.7,38.6,42,0,6
B,1,2016/07/27 9:00,428.42,998.7,1003.4,240,2.8,38.2,42,0,9
B,1,2016/07/27 12:00,568.66,1001.4,1006.2,135,1.6,31.5,55,0,12
B,1,2016/07/27 15:00,438.15,1000.7,1005.5,221,2,30.8,58,0,15
B,1,2016/07/27 18:00,157.54,1001.1,1005.8,281,0.9,30.1,69,0,18
B,1,2016/07/27 21:00,580.49,1001.1,1005.9,222,1.4,29.5,75,0,21
B,1,2016/07/28 0:00,89.96,1001.9,1006.7,242,1.7,31.9,70,0,0
B,1,2016/07/28 3:00,222.84,1001.5,1006.3,206,1.4,36.7,55,0,3
B,1,2016/07/28 6:00,368.31,1000.3,1005,202,3.3,38.6,43,0,6
B,1,2016/07/28 9:00,241.63,999.7,1004.5,128,2,38,44,0,9
B,1,2016/07/28 12:00,662.7,1000.4,1005.2,135,1.7,34.7,54,0,12
B,1,2016/07/28 15:00,305.51,1001.5,1006.2,169,1.8,33.5,58,0,15
B,1,2016/07/28 18:00,526.62,1001.3,1006,228,2.7,30.7,70,0,18
B,1,2016/07/28 21:00,458.77,1001.4,1006.2,220,1.8,29.6,72,0,21
B,1,2016/07/29 0:00,82.19,1002.9,1007.7,216,2.4,31.9,65,0,0
B,1,2016/07/29 3:00,800.44,1002.7,1007.4,300,2.3,36.3,49,0,3
B,1,2016/07/29 6:00,769.52,1001,1005.7,27,2.4,38.3,43,0,6
B,1,2016/07/29 9:00,673.84,1000.3,1005.1,82,5.4,38,44,0,9
B,1,2016/07/29 12:00,388.31,1001.7,1006.5,98,2.3,34.2,57,0,12
B,1,2016/07/29 15:00,442.66,1002.2,1007,184,1.5,32.8,63,0,15
B,1,2016/07/29 18:00,383.1,1001.5,1006.2,230,0.9,30.9,71,0,18
B,1,2016/07/29 21:00,268.65,1002.1,1006.9,222,1.5,29.3,77,0,21
B,1,2016/07/30 0:00,104.15,1003.4,1008.2,213,1,31.9,66,0,0
B,1,2016/07/30 3:00,0,1003.3,1008.1,159,1.3,36.3,52,0,3
B,1,2016/07/30 6:00,893.64,1002.1,1006.9,50,4,37,47,0,6
B,1,2016/07/30 9:00,952.46,1000.6,1005.4,80,2.8,36.1,53,0,9
B,1,2016/07/30 12:00,932.52,1001.9,1006.7,61,2.9,33.1,68,0,12
B,1,2016/07/30 15:00,313.38,1003,1007.8,57,1.9,31.8,71,0,15
B,1,2016/07/30 18:00,281.9,1002.7,1007.5,162,2.4,30.7,68,0,18
B,1,2016/07/30 21:00,283.37,1002.5,1007.3,125,1.9,29.5,68,0,21
B,1,2016/07/31 0:00,133.4,1003.9,1008.7,161,3.4,31.2,63,0,0
B,1,2016/07/31 3:00,225.82,1003.7,1008.5,105,1,34.8,50,0,3
B,1,2016/07/31 6:00,791.09,1002,1006.8,39,3.4,35.8,49,0,6
B,1,2016/07/31 9:00,1013.27,1000.8,1005.6,81,4.9,34.4,60,0,9
B,1,2016/07/31 12:00,914.64,1002.1,1006.9,64,4.4,31.7,65,0,12
B,1,2016/07/31 15:00,658.69,1003.2,1008,126,1.9,30.4,65,0,15
B,1,2016/07/31 18:00,570.6,1002.2,1007,115,1.9,29.2,70,0,18
B,1,2016/07/31 21:00,163.84,1002.8,1007.6,116,0.9,28.2,72,0,21
B,1,2016/08/01 0:00,254.72,1003.5,1008.3,102,1.8,31.7,61,0,0
B,1,2016/08/01 3:00,93.54,1002.4,1007.2,151,1.7,33.7,56,0,3
B,1,2016/08/01 6:00,548.43,1001.1,1005.9,65,2.5,34.4,56,0,6
B,1,2016/08/01 9:00,697.48,1000.1,1004.9,80,2.1,34.5,59,0,9
B,1,2016/08/01 12:00,831.4,1000.9,1005.7,57,2,31,77,0,12
B,1,2016/08/01 15:00,378.94,1001.8,1006.6,125,1.4,30.9,76,0,15
B,1,2016/08/01 18:00,510.81,1001.2,1006,177,2.5,30.3,69,0,18
B,1,2016/08/01 21:00,147.6,1000.9,1005.7,172,1.4,29.2,73,0,21
B,1,2016/08/02 0:00,0,1001.9,1006.7,195,1.7,30.8,65,0,0
B,1,2016/08/02 3:00,291.24,1001.8,1006.6,175,3,34.9,53,0,3
B,1,2016/08/02 6:00,710.69,999.5,1004.3,216,2.8,37.3,44,0,6
B,1,2016/08/02 9:00,816.29,998,1002.8,51,1.7,34.8,56,0,9
B,1,2016/08/02 12:00,560.38,1000.1,1004.9,88,2.3,30.9,70,0,12
B,1,2016/08/02 15:00,596.71,1003.1,1007.9,310,3.1,24.5,94,4.8,15
B,1,2016/08/02 18:00,129.17,1002.5,1007.3,221,1.8,24.7,96,3.6,18
B,1,2016/08/02 21:00,474.32,1001.5,1006.3,215,2.7,24.9,95,0.3,21
B,1,2016/08/03 0:00,245.06,1003.2,1008.1,227,0.7,26.2,89,0,0
B,1,2016/08/03 3:00,0,1003.9,1008.8,332,1.8,30.8,70,0,3
B,1,2016/08/03 6:00,396.43,1002.4,1007.2,334,2.7,33,62,0,6
B,1,2016/08/03 9:00,415.5,1001.8,1006.6,28,1.7,32.2,63,0,9
B,1,2016/08/03 12:00,696.03,1003.2,1008.1,203,3.8,29.7,75,0,12
B,1,2016/08/03 15:00,426.25,1004.2,1009.1,266,1.8,26.7,86,0,15
B,1,2016/08/03 18:00,284.48,1002.8,1007.6,226,1.8,26,85,0,18
B,1,2016/08/03 21:00,245.95,1003.5,1008.3,999017,0,25.6,89,0,21
B,1,2016/08/04 0:00,95.71,1004.5,1009.3,223,2.5,28.4,79,0,0
B,1,2016/08/04 3:00,132.03,1004.3,1009.1,207,2,31.7,66,0,3
B,1,2016/08/04 6:00,528.76,1002.3,1007.1,302,2.3,34.8,53,0,6
B,1,2016/08/04 9:00,436.24,1001.9,1006.8,177,2.3,28.1,84,0.7,9
B,1,2016/08/04 12:00,345.77,1004.3,1009.2,242,1.1,26.4,94,1.4,12
B,1,2016/08/04 15:00,493.5,1004.4,1009.3,207,2.4,25.5,95,0,15
B,1,2016/08/04 18:00,430.03,1004,1008.8,206,1.5,25.2,95,0,18
B,1,2016/08/04 21:00,216.67,1003.6,1008.5,273,0.5,24.9,94,0,21
B,1,2016/08/05 0:00,0,1004.5,1009.4,200,0.6,27.1,87,0,0
B,1,2016/08/05 3:00,0,1003.6,1008.5,280,1.9,31.5,70,0,3
B,1,2016/08/05 6:00,379.96,1001.9,1006.7,88,1.6,33.7,57,0,6
B,1,2016/08/05 9:00,759.85,1000.6,1005.4,999017,0,32.5,64,0,9
B,1,2016/08/05 12:00,621.83,1002,1006.8,305,2.9,29.5,76,0,12
B,1,2016/08/05 15:00,468.38,1002.6,1007.4,303,1.9,29,79,0,15
B,1,2016/08/05 18:00,286.63,1001.5,1006.3,295,2.4,28.6,83,0,18
B,1,2016/08/05 21:00,414.32,1001.1,1005.9,295,1.9,27.3,89,0,21
B,1,2016/08/06 0:00,366.65,1001.4,1006.2,251,0.9,29,82,0,0
B,1,2016/08/06 3:00,223.94,1000.8,1005.6,290,1.7,32.3,65,0,3
B,1,2016/08/06 6:00,1173.46,999,1003.8,999017,0,28.1,88,2,6
B,1,2016/08/06 9:00,312.41,998.5,1003.3,96,1.7,30.3,77,0,9
B,1,2016/08/06 12:00,501.16,999.2,1004,82,1.6,29.7,81,0,12
B,1,2016/08/06 15:00,558.4,999.7,1004.5,103,1.8,28.6,79,0,15
B,1,2016/08/06 18:00,656.79,998.7,1003.5,111,1.4,27.7,81,0,18
B,1,2016/08/06 21:00,0,998.9,1003.7,110,1,26.9,88,0,21
B,1,2016/08/07 0:00,267.38,999.6,1004.4,170,2.9,29.4,73,0,0
B,1,2016/08/07 3:00,80.15,999.2,1004,109,1.5,33.5,57,0,3
B,1,2016/08/07 6:00,646.48,997.7,1002.5,92,3.9,34.9,53,0,6
B,1,2016/08/07 9:00,837.75,997.1,1001.9,78,6.5,32.7,62,0,9
B,1,2016/08/07 12:00,588.19,998.9,1003.7,72,3.3,30.5,69,0,12
B,1,2016/08/07 15:00,119.69,1000,1004.8,95,4,29.5,66,0,15
B,1,2016/08/07 18:00,537.46,999.4,1004.2,85,1.6,27.8,74,0,18
B,1,2016/08/07 21:00,185.7,999.6,1004.4,88,1.9,27,80,0,21
B,1,2016/08/08 0:00,138.73,999.9,1004.7,67,2.4,30.1,67,0,0
B,1,2016/08/08 3:00,125.2,1000.1,1004.9,107,2.1,32.7,60,0,3
B,1,2016/08/08 6:00,562.93,998.3,1003.1,86,4.1,34.7,50,0,6
B,1,2016/08/08 9:00,710.57,998,1002.8,63,4.9,32.7,55,0,9
B,1,2016/08/08 12:00,850.63,999.7,1004.5,83,1.9,29.8,75,0,12
B,1,2016/08/08 15:00,171.72,1000.5,1005.3,98,4.1,28.9,75,0,15
B,1,2016/08/08 18:00,315.91,999.7,1004.5,112,1.2,28.1,77,0,18
B,1,2016/08/08 21:00,115,999.8,1004.6,290,1.1,25.1,95,0.7,21
B,1,2016/08/09 0:00,123,1000.6,1005.5,18,1,25.4,95,14.2,0
B,1,2016/08/09 3:00,350.73,999.9,1004.7,292,1.5,27.4,93,2.4,3
B,1,2016/08/09 6:00,820.18,998.4,1003.2,59,2,31.7,70,0,6
B,1,2016/08/09 9:00,845.83,998.1,1003,59,3.2,28.6,88,2.7,9
B,1,2016/08/09 12:00,817.74,999.7,1004.6,70,1.3,28.4,89,0,12
B,1,2016/08/09 15:00,649.95,1000.7,1005.6,93,2.1,28.2,89,0,15
B,1,2016/08/09 18:00,134.51,1000,1004.8,93,1.3,27.9,91,0,18
B,1,2016/08/09 21:00,203.45,1000.4,1005.2,80,1.6,27.6,91,0,21
B,1,2016/08/10 0:00,0,1001.5,1006.3,45,1.8,28.7,86,0,0
B,1,2016/08/10 3:00,88.24,1001.2,1006,133,1.9,32.8,66,0,3
B,1,2016/08/10 6:00,258.99,1000,1004.8,58,3.2,33.9,62,0,6
B,1,2016/08/10 9:00,291.88,1000,1004.8,102,4.5,32.3,73,0,9
B,1,2016/08/10 12:00,609.2,1001.4,1006.2,69,1.7,30.2,84,0,12
B,1,2016/08/10 15:00,531.29,1002.6,1007.4,98,1.8,29.4,82,0,15
B,1,2016/08/10 18:00,232.71,1002.1,1006.9,84,1.4,28,86,0,18
B,1,2016/08/10 21:00,46.5,1002.4,1007.2,107,0.8,26.8,92,0,21
B,1,2016/08/11 0:00,0,1003.7,1008.5,91,2.1,30.6,75,0,0
B,1,2016/08/11 3:00,182,1003.6,1008.4,58,3.6,32.4,64,0,3
B,1,2016/08/11 6:00,607.12,1001.5,1006.3,27,3.6,34.2,58,0,6
B,1,2016/08/11 9:00,623.18,1001.4,1006.2,81,3.4,32.7,63,0,9
B,1,2016/08/11 12:00,482.68,1002.2,1007,73,3,30.2,79,0,12
B,1,2016/08/11 15:00,516.37,1002.7,1007.5,73,2.3,29.7,82,0,15
B,1,2016/08/11 18:00,178.56,1001.7,1006.5,100,1,29,85,0,18
B,1,2016/08/11 21:00,0,1001.8,1006.6,88,1.5,28.6,88,0,21
B,1,2016/08/12 0:00,0,1002.3,1007.1,97,2.2,31.6,73,0,0
B,1,2016/08/12 3:00,0,1001.6,1006.4,96,1.8,32.9,64,0,3
B,1,2016/08/12 6:00,774.43,999.9,1004.7,50,2.1,34.2,60,0,6
B,1,2016/08/12 9:00,767,998.8,1003.6,76,5.3,33.2,69,0,9
B,1,2016/08/12 12:00,876.32,1000,1004.8,63,3,31.1,76,0,12
B,1,2016/08/12 15:00,280.86,1000.6,1005.4,81,1.5,30.3,74,0,15
B,1,2016/08/12 18:00,113.6,999.9,1004.7,244,0.7,28.4,83,0,18
B,1,2016/08/12 21:00,154.24,1000.2,1005,84,0.9,27.6,85,0,21
B,1,2016/08/13 0:00,119.35,1001,1005.8,77,2.4,31.9,68,0,0
B,1,2016/08/13 3:00,151.72,1000.8,1005.6,138,2.1,33.5,60,0,3
B,1,2016/08/13 6:00,593.96,998.7,1003.5,137,1.4,35.1,58,0,6
B,1,2016/08/13 9:00,61.76,998.1,1002.9,89,3,33.3,70,0,9
B,1,2016/08/13 12:00,376.97,999.1,1003.9,78,2.7,31.6,75,0,12
B,1,2016/08/13 15:00,167.3,1000,1004.8,180,1.9,30.2,79,0,15
B,1,2016/08/13 18:00,266.45,999.1,1003.9,124,1.1,29.2,81,0,18
B,1,2016/08/13 21:00,0,999.5,1004.3,194,1.2,27.9,85,0,21
B,1,2016/08/14 0:00,0,1000.4,1005.2,120,1.2,31.6,68,0,0
B,1,2016/08/14 3:00,0,999.6,1004.4,40,1.4,33.7,57,0,3
B,1,2016/08/14 6:00,558.23,998.1,1002.9,52,3.4,35.2,51,0,6
B,1,2016/08/14 9:00,120.58,997.3,1002.1,107,1.5,35.3,54,0,9
B,1,2016/08/14 12:00,305.63,999.1,1003.9,66,2.3,31.2,74,0,12
B,1,2016/08/14 15:00,234.52,999.5,1004.3,50,1.7,30.7,75,0,15
B,1,2016/08/14 18:00,200.49,997.9,1002.7,316,1,28.8,82,0,18
B,1,2016/08/14 21:00,0,997.6,1002.4,222,1.3,27.6,85,0,21
B,1,2016/08/15 0:00,161.44,998.8,1003.6,169,2,30.6,74,0,0
B,1,2016/08/15 3:00,368.33,998.3,1003.1,176,1.5,34,63,0,3
B,1,2016/08/15 6:00,844.78,996.4,1001.2,94,1.5,36,52,0,6
B,1,2016/08/15 9:00,478.48,996,1000.8,74,2.6,35.4,56,0,9
B,1,2016/08/15 12:00,409.62,997.6,1002.4,95,2.4,31.7,73,0,12
B,1,2016/08/15 15:00,235.4,997.9,1002.7,60,1.7,30.8,77,0,15
B,1,2016/08/15 18:00,108.16,997,1001.8,296,1.9,29.1,84,0,18
B,1,2016/08/15 21:00,0,997,1001.8,285,1.8,28.3,90,0,21
B,1,2016/08/16 0:00,115.59,998.2,1003,356,2,31.5,74,0,0
B,1,2016/08/16 3:00,100.16,998.2,1003,5,2.4,33.2,64,0,3
B,1,2016/08/16 6:00,728.86,996.7,1001.5,71,3,35.8,47,0,6
B,1,2016/08/16 9:00,552.8,996,1000.8,73,3.8,35.3,53,0,9
B,1,2016/08/16 12:00,480.43,997.1,1001.9,89,2.9,32.1,64,0,12
B,1,2016/08/16 15:00,391.63,997.8,1002.6,88,2.2,30.2,79,0,15
B,1,2016/08/16 18:00,114.68,997.3,1002.1,57,2.1,29.5,83,0,18
B,1,2016/08/16 21:00,155.56,997.5,1002.3,10,1.1,29.1,85,0,21
B,1,2016/08/17 0:00,160.2,998.2,1003,307,1.3,29.5,84,0,0
B,1,2016/08/17 3:00,407.12,997.7,1002.5,321,1.8,33.3,67,0,3
B,1,2016/08/17 6:00,806.72,996,1000.8,100,2.9,36,51,0,6
B,1,2016/08/17 9:00,512.33,995.5,1000.3,98,3.7,34.6,55,0,9
B,1,2016/08/17 12:00,323.04,996.4,1001.2,93,2.5,31.7,67,0,12
B,1,2016/08/17 15:00,348.87,997.1,1001.9,70,1.5,30.7,73,0,15
B,1,2016/08/17 18:00,519.1,996.7,1001.5,40,1.7,29.6,78,0,18
B,1,2016/08/17 21:00,180.57,996.9,1001.7,323,1.6,27.9,86,0,21
B,1,2016/08/18 0:00,135.24,997.7,1002.5,184,2.3,30.6,75,0,0
B,1,2016/08/18 3:00,132.29,997.4,1002.2,130,2.3,34.5,56,0,3
B,1,2016/08/18 6:00,570.37,995.8,1000.5,212,3.1,36.7,46,0,6
B,1,2016/08/18 9:00,565.41,995.1,999.9,113,4.3,36.5,52,0,9
B,1,2016/08/18 12:00,300.37,996.8,1001.6,85,2.9,32.5,70,0,12
B,1,2016/08/18 15:00,299.11,997.4,1002.2,74,1.8,31.6,75,0,15
B,1,2016/08/18 18:00,242.76,997.3,1002,210,0.4,29.9,83,0,18
B,1,2016/08/18 21:00,136.28,997.2,1002,241,1.6,28.9,88,0,21
B,1,2016/08/19 0:00,0,998.5,1003.3,186,2,31,80,0,0
B,1,2016/08/19 3:00,0,998.3,1003,255,1.1,35.4,58,0,3
B,1,2016/08/19 6:00,366.1,997,1001.7,156,2.1,37.9,43,0,6
B,1,2016/08/19 9:00,549.8,996.8,1001.6,337,4.1,34.1,58,0,9
B,1,2016/08/19 12:00,690.69,998.1,1002.9,319,1.3,32,68,0,12
B,1,2016/08/19 15:00,247.85,999.3,1004.1,335,0.9,30.4,77,0,15
B,1,2016/08/19 18:00,213.45,998.9,1003.6,316,0.9,29.7,76,0,18
B,1,2016/08/19 21:00,251.74,998.8,1003.6,334,1.1,28.6,82,0,21
B,1,2016/08/20 0:00,0,999.5,1004.3,194,1.9,31.2,72,0,0
B,1,2016/08/20 3:00,238.85,999.3,1004.1,291,2.1,35.6,59,0,3
B,1,2016/08/20 6:00,743.54,996.9,1001.6,356,2.6,39,43,0,6
B,1,2016/08/20 9:00,451.93,997.3,1002.1,338,2.3,31.5,71,0,9
B,1,2016/08/20 12:00,440.87,998.6,1003.4,353,3.7,31.7,67,0,12
B,1,2016/08/20 15:00,204.09,999.4,1004.2,312,3.4,29.5,76,0,15
B,1,2016/08/20 18:00,313.34,998.3,1003,269,0.7,29,78,0,18
B,1,2016/08/20 21:00,0,998.8,1003.6,321,1.5,28.1,82,0,21
B,1,2016/08/21 0:00,0,999.8,1004.6,335,2.2,30.3,75,0,0
B,1,2016/08/21 3:00,0,999.8,1004.6,318,1.9,32.8,67,0,3
B,1,2016/08/21 6:00,825.51,998.4,1003.2,320,2,34.5,61,0,6
B,1,2016/08/21 9:00,372.43,998.9,1003.7,348,4.9,27,93,27.2,9
B,1,2016/08/21 12:00,246.63,1000,1004.8,30,1,27.6,92,0,12
B,1,2016/08/21 15:00,139.81,1000.9,1005.7,321,2.1,27.3,93,0,15
B,1,2016/08/21 18:00,297.07,1001.1,1005.9,340,1.5,27.3,93,0,18
B,1,2016/08/21 21:00,95.6,1001.7,1006.6,327,1.5,27.2,94,0,21
B,1,2016/08/22 0:00,67.93,1002.7,1007.5,46,2.9,29.9,80,0,0
B,1,2016/08/22 3:00,80.06,1002.2,1007,83,2.6,33.8,58,0,3
B,1,2016/08/22 6:00,367.21,1000.9,1005.7,97,4.8,34.2,60,0,6
B,1,2016/08/22 9:00,654.44,1000.7,1005.5,81,2,34,58,0,9
B,1,2016/08/22 12:00,205.18,1001.9,1006.7,101,2.6,31.2,67,0,12
B,1,2016/08/22 15:00,145.84,1002.5,1007.3,90,0.8,29.8,70,0,15
B,1,2016/08/22 18:00,443.15,1001.9,1006.7,239,0.5,28.1,84,0,18
B,1,2016/08/22 21:00,0,1001.9,1006.7,35,0.7,28,87,0,21
B,1,2016/08/23 0:00,0,1003,1007.8,7,1,30.1,80,0,0
B,1,2016/08/23 3:00,101.34,1002.7,1007.5,264,2.5,30.9,73,0,3
B,1,2016/08/23 6:00,424.93,1000.7,1005.5,289,1.7,32.9,66,0,6
B,1,2016/08/23 9:00,240.81,999.3,1004.1,94,1.2,33.9,54,0,9
B,1,2016/08/23 12:00,226.66,1000.4,1005.2,93,3.4,31.8,66,0,12
B,1,2016/08/23 15:00,209.41,1000.9,1005.7,94,3.2,29.7,71,0,15
B,1,2016/08/23 18:00,92.37,1000.2,1005,99,1.9,28.6,79,0,18
B,1,2016/08/23 21:00,0,1000.6,1005.4,97,1.4,28.2,77,0,21
B,1,2016/08/24 0:00,77.53,1001.4,1006.2,93,1.6,29.6,73,0,0
B,1,2016/08/24 3:00,0,1000.8,1005.6,105,1.9,32.9,60,0,3
B,1,2016/08/24 6:00,589.12,998.8,1003.6,160,2.3,34.6,51,0,6
B,1,2016/08/24 9:00,178.31,998.3,1003.1,114,2.7,34.2,48,0,9
B,1,2016/08/24 12:00,248.93,999.6,1004.4,88,3,31.3,56,0,12
B,1,2016/08/24 15:00,524.12,1000.4,1005.2,109,3,28.6,70,0,15
B,1,2016/08/24 18:00,204.72,999.7,1004.5,48,1.5,27,76,0,18
B,1,2016/08/24 21:00,125.1,999.7,1004.5,342,1.1,26.2,82,0,21
B,1,2016/08/25 0:00,154.8,1000.4,1005.2,86,1.1,29.8,66,0,0
B,1,2016/08/25 3:00,146.12,999.7,1004.5,106,1.6,33.2,51,0,3
B,1,2016/08/25 6:00,910.65,998.1,1002.9,62,4.5,35.2,45,0,6
B,1,2016/08/25 9:00,353.65,997.4,1002.2,100,2.7,34.5,42,0,9
B,1,2016/08/25 12:00,389.83,999.2,1004,107,2.1,31.9,51,0,12
B,1,2016/08/25 15:00,0,1000.4,1005.2,61,1.3,29.9,75,0,15
B,1,2016/08/25 18:00,322.26,1000.2,1005,69,1.9,29.5,82,0,18
B,1,2016/08/25 21:00,167.09,1000.7,1005.5,44,2.2,28.7,84,0,21
B,1,2016/08/26 0:00,65.91,1002.4,1007.2,59,2.6,30.4,74,0,0
B,1,2016/08/26 3:00,87.81,1002.8,1007.6,317,0.9,27.8,91,14.6,3
B,1,2016/08/26 6:00,314.22,1001.2,1006,9,4.3,34.4,51,0,6
B,1,2016/08/26 9:00,187.17,1001.9,1006.7,359,7.3,30.9,65,0,9
B,1,2016/08/26 12:00,361.67,1004.2,1009,10,6.4,28.2,75,0,12
B,1,2016/08/26 15:00,413.93,1005.4,1010.3,336,3.3,26.3,84,0,15
B,1,2016/08/26 18:00,144.78,1005.2,1010,357,3,25.8,77,0,18
B,1,2016/08/26 21:00,273.47,1005.6,1010.5,338,2.9,24.7,75,0,21
B,1,2016/08/27 0:00,0,1006.6,1011.5,0,4.9,24.9,72,0,0
B,1,2016/08/27 3:00,0,1005.7,1010.6,348,3.8,27.9,56,0,3
B,1,2016/08/27 6:00,379.3,1003.5,1008.4,310,4.1,29.3,50,0,6
B,1,2016/08/27 9:00,342.6,1003.5,1008.4,338,5,29.3,46,0,9
B,1,2016/08/27 12:00,432.52,1004.6,1009.5,354,2.1,26.9,53,0,12
B,1,2016/08/27 15:00,422.21,1005,1009.9,338,2.3,26,57,0,15
B,1,2016/08/27 18:00,250.36,1004.5,1009.4,359,4.3,24.4,60,0,18
B,1,2016/08/27 21:00,524.25,1005.4,1010.3,317,1.7,22.3,66,0,21
B,1,2016/08/28 0:00,0,1006.2,1011.1,320,3.6,24.2,57,0,0
B,1,2016/08/28 3:00,0,1005.7,1010.6,359,7.3,28.9,36,0,3
B,1,2016/08/28 6:00,516.52,1003.9,1008.8,4,5.9,31,29,0,6
B,1,2016/08/28 9:00,70.12,1003,1007.9,353,4.3,30.5,27,0,9
B,1,2016/08/28 12:00,146.11,1004.1,1009,321,2.2,26.3,39,0,12
B,1,2016/08/28 15:00,249.97,1004.9,1009.8,324,3,23.9,55,0,15
B,1,2016/08/28 18:00,102.82,1004.7,1009.6,312,2.1,22.8,58,0,18
B,1,2016/08/28 21:00,86.1,1005.1,1010,295,0.7,20.6,72,0,21
B,1,2016/08/29 0:00,0,1006.2,1011.1,172,0.5,24.4,59,0,0
B,1,2016/08/29 3:00,95.87,1005.4,1010.3,310,1.9,28.6,43,0,3
B,1,2016/08/29 6:00,259.97,1003.4,1008.3,333,2,30.1,35,0,6
B,1,2016/08/29 9:00,649.09,1002.5,1007.4,26,4.1,30,39,0,9
B,1,2016/08/29 12:00,132.72,1004.1,1009,29,3.6,27.4,40,0,12
B,1,2016/08/29 15:00,0,1004.9,1009.8,319,2.3,24.4,57,0,15
B,1,2016/08/29 18:00,0,1004.1,1009,292,1.7,22.5,58,0,18
B,1,2016/08/29 21:00,106.31,1003.8,1008.7,241,1.1,20.1,71,0,21
B,1,2016/08/30 0:00,0,1004.6,1009.5,209,1.8,24.2,60,0,0
B,1,2016/08/30 3:00,0,1003.4,1008.3,333,2.3,28.3,40,0,3
B,1,2016/08/30 6:00,0,1000.8,1005.7,341,3.9,30.9,34,0,6
B,1,2016/08/30 9:00,330.73,1000,1004.9,335,5.3,30.6,32,0,9
B,1,2016/08/30 12:00,444.08,1001.6,1006.5,349,0.6,26,44,0,12
B,1,2016/08/30 15:00,358.43,1002.2,1007.1,204,1.6,23.4,60,0,15
B,1,2016/08/30 18:00,551.64,1000.8,1005.7,215,2.9,23,60,0,18
B,1,2016/08/30 21:00,0,1000.4,1005.3,233,0.9,20.8,71,0,21
B,1,2016/08/31 0:00,0,1001.1,1006,203,2.2,24.6,59,0,0
B,1,2016/08/31 3:00,0,999.8,1004.7,219,4,29.2,41,0,3
B,1,2016/08/31 6:00,497.86,997.2,1002,219,4.3,32.4,31,0,6
B,1,2016/08/31 9:00,412.34,996.1,1001,237,1.8,32.2,34,0,9
B,1,2016/08/31 12:00,406.11,997.4,1002.3,244,2,27.9,48,0,12
B,1,2016/08/31 15:00,388.27,998.3,1003.1,274,2.4,27.7,49,0,15
B,1,2016/08/31 18:00,141.28,997.8,1002.6,249,1.7,25.4,60,0,18
B,1,2016/08/31 21:00,123.03,997.1,1001.9,233,1.9,24.2,65,0,21
B,1,2016/09/01 0:00,238.94,998.1,1003,226,1.7,25.5,61,0,0
B,1,2016/09/01 3:00,264.61,997.9,1002.7,236,2.7,28.3,54,0,3
B,1,2016/09/01 6:00,972.96,995.8,1000.6,220,4.8,30.4,46,0,6
B,1,2016/09/01 9:00,896.21,995.3,1000.1,212,5.5,29.6,45,0,9
B,1,2016/09/01 12:00,767.3,997.3,1002.2,213,4.3,25.8,58,0,12
B,1,2016/09/01 15:00,445.87,998.2,1003.1,224,4.7,23.9,67,0,15
B,1,2016/09/01 18:00,449.64,997.6,1002.5,218,3.3,22.8,73,0,18
B,1,2016/09/01 21:00,232.06,998.2,1003.1,223,2.9,22.1,78,0,21
B,1,2016/09/02 0:00,240.2,999.6,1004.5,241,2.9,24.4,69,0,0
B,1,2016/09/02 3:00,227.72,999.2,1004.1,151,2.4,30.1,56,0,3
B,1,2016/09/02 6:00,1107.86,997.7,1002.5,124,2.1,34.2,38,0,6
B,1,2016/09/02 9:00,480.12,997.5,1002.3,96,3.7,33.5,32,0,9
B,1,2016/09/02 12:00,716.8,999.1,1004,325,1.6,29.4,46,0,12
B,1,2016/09/02 15:00,259.14,1000,1004.8,29,1.1,26.7,53,0,15
B,1,2016/09/02 18:00,583.57,1000.5,1005.3,327,1.4,25.1,73,0,18
B,1,2016/09/02 21:00,498.48,1001.3,1006.1,321,0.6,23.2,80,0,21
B,1,2016/09/03 0:00,491.64,1002.5,1007.4,85,0.9,26.8,68,0,0
B,1,2016/09/03 3:00,290.82,1002.3,1007.1,112,3.4,32.7,37,0,3
B,1,2016/09/03 6:00,915.4,1001.6,1006.4,104,3.4,33.8,26,0,6
B,1,2016/09/03 9:00,737.29,1001.7,1006.6,93,2,32.7,25,0,9
B,1,2016/09/03 12:00,545.98,1003.2,1008.1,97,2.3,29.4,42,0,12
B,1,2016/09/03 15:00,382.73,1004.2,1009,108,2,26.7,60,0,15
