"intersection_id","tollgate_id","time_window","avg_travel_time"
"C","3","[2016-10-23 16:00:00,2016-10-23 16:20:00)","135.61"
"C","3","[2016-10-23 16:20:00,2016-10-23 16:40:00)","135.51"
"C","3","[2016-10-23 16:40:00,2016-10-23 17:00:00)","135.56"
"C","3","[2016-10-24 06:20:00,2016-10-24 06:40:00)","135.4"
"C","3","[2016-10-24 06:40:00,2016-10-24 07:00:00)","135.91"
"C","3","[2016-10-24 07:00:00,2016-10-24 07:20:00)","135.64"
"C","3","[2016-10-24 07:20:00,2016-10-24 07:40:00)","135.86"
"C","3","[2016-10-24 15:00:00,2016-10-24 15:20:00)","135.49"
"C","3","[2016-10-24 15:20:00,2016-10-24 15:40:00)","135.52"
"C","3","[2016-10-24 15:40:00,2016-10-24 16:00:00)","135.24"
"C","3","[2016-10-24 16:00:00,2016-10-24 16:20:00)","135.25"
"C","3","[2016-10-24 16:40:00,2016-10-24 17:00:00)","135.3"
"C","1","[2016-10-18 06:00:00,2016-10-18 06:20:00)","140.15"
"C","1","[2016-10-18 06:20:00,2016-10-18 06:40:00)","139.89"
"C","1","[2016-10-18 06:40:00,2016-10-18 07:00:00)","139.77"
"C","1","[2016-10-18 07:00:00,2016-10-18 07:20:00)","139.96"
"C","1","[2016-10-18 07:20:00,2016-10-18 07:40:00)","140.61"
"C","1","[2016-10-18 07:40:00,2016-10-18 08:00:00)","141.13"
"C","1","[2016-10-18 15:00:00,2016-10-18 15:20:00)","140.06"
"C","1","[2016-10-18 15:20:00,2016-10-18 15:40:00)","140.06"
"C","1","[2016-10-18 15:40:00,2016-10-18 16:00:00)","139.67"
"C","1","[2016-10-18 16:00:00,2016-10-18 16:20:00)","139.95"
"C","1","[2016-10-18 16:20:00,2016-10-18 16:40:00)","140.37"
"C","1","[2016-10-18 16:40:00,2016-10-18 17:00:00)","140.11"
"C","1","[2016-10-19 07:00:00,2016-10-19 07:20:00)","139.37"
"C","1","[2016-10-19 07:20:00,2016-10-19 07:40:00)","140.14"
"C","1","[2016-10-19 15:00:00,2016-10-19 15:20:00)","140.54"
"C","1","[2016-10-19 15:20:00,2016-10-19 15:40:00)","139.25"
"C","1","[2016-10-19 15:40:00,2016-10-19 16:00:00)","139.83"
"C","1","[2016-10-19 16:00:00,2016-10-19 16:20:00)","139.73"
"C","1","[2016-10-19 16:20:00,2016-10-19 16:40:00)","139.81"
"C","1","[2016-10-19 16:40:00,2016-10-19 17:00:00)","139.95"
"C","1","[2016-10-20 06:20:00,2016-10-20 06:40:00)","139.86"
"C","1","[2016-10-20 06:40:00,2016-10-20 07:00:00)","140.02"
"C","1","[2016-10-20 07:00:00,2016-10-20 07:20:00)","140.52"
"C","1","[2016-10-20 15:00:00,2016-10-20 15:20:00)","139.62"
"C","1","[2016-10-20 15:20:00,2016-10-20 15:40:00)","139.94"
"C","1","[2016-10-20 15:40:00,2016-10-20 16:00:00)","139.59"
"C","1","[2016-10-20 16:00:00,2016-10-20 16:20:00)","139.87"
"C","1","[2016-10-20 16:20:00,2016-10-20 16:40:00)","139.81"
"C","1","[2016-10-20 16:40:00,2016-10-20 17:00:00)","140.26"
"C","1","[2016-10-21 06:20:00,2016-10-21 06:40:00)","139.59"
"C","1","[2016-10-21 07:00:00,2016-10-21 07:20:00)","140.15"
"C","1","[2016-10-21 07:40:00,2016-10-21 08:00:00)","140.18"
"C","1","[2016-10-21 15:00:00,2016-10-21 15:20:00)","139.7"
"C","1","[2016-10-21 15:20:00,2016-10-21 15:40:00)","140.58"
"C","1","[2016-10-21 15:40:00,2016-10-21 16:00:00)","139.85"
"C","1","[2016-10-21 16:00:00,2016-10-21 16:20:00)","139.63"
"C","1","[2016-10-21 16:20:00,2016-10-21 16:40:00)","140.29"
"C","1","[2016-10-21 16:40:00,2016-10-21 17:00:00)","140.54"
"C","1","[2016-10-22 06:20:00,2016-10-22 06:40:00)","141.52"
"C","1","[2016-10-22 06:40:00,2016-10-22 07:00:00)","139.97"
"C","1","[2016-10-22 07:20:00,2016-10-22 07:40:00)","139.07"
"C","1","[2016-10-22 07:40:00,2016-10-22 08:00:00)","139.58"
"C","1","[2016-10-22 15:20:00,2016-10-22 15:40:00)","139.84"
"C","1","[2016-10-22 15:40:00,2016-10-22 16:00:00)","139.58"
"C","1","[2016-10-22 16:00:00,2016-10-22 16:20:00)","139.81"
"C","1","[2016-10-22 16:20:00,2016-10-22 16:40:00)","140.35"
"C","1","[2016-10-22 16:40:00,2016-10-22 17:00:00)","139.41"
"C","1","[2016-10-23 06:00:00,2016-10-23 06:20:00)","139.7"
"C","1","[2016-10-23 06:40:00,2016-10-23 07:00:00)","139.96"
"C","1","[2016-10-23 07:00:00,2016-10-23 07:20:00)","139.55"
"C","1","[2016-10-23 07:20:00,2016-10-23 07:40:00)","140.54"
"C","1","[2016-10-23 07:40:00,2016-10-23 08:00:00)","140.11"
"C","1","[2016-10-23 15:00:00,2016-10-23 15:20:00)","139.58"
"C","1","[2016-10-23 15:20:00,2016-10-23 15:40:00)","139.96"
"C","1","[2016-10-23 15:40:00,2016-10-23 16:00:00)","139.91"
"C","1","[2016-10-23 16:00:00,2016-10-23 16:20:00)","139.37"
"C","1","[2016-10-23 16:20:00,2016-10-23 16:40:00)","139.76"
"C","1","[2016-10-23 16:40:00,2016-10-23 17:00:00)","140.32"
"C","1","[2016-10-24 06:00:00,2016-10-24 06:20:00)","140.3"
"C","1","[2016-10-24 06:40:00,2016-10-24 07:00:00)","138.48"
"C","1","[2016-10-24 07:00:00,2016-10-24 07:20:00)","139.37"
"C","1","[2016-10-24 07:20:00,2016-10-24 07:40:00)","139.29"
"C","1","[2016-10-24 07:40:00,2016-10-24 08:00:00)","139.15"
"C","1","[2016-10-24 15:00:00,2016-10-24 15:20:00)","139.42"
"C","1","[2016-10-24 15:20:00,2016-10-24 15:40:00)","138.75"
"C","1","[2016-10-24 15:40:00,2016-10-24 16:00:00)","140.77"
"C","1","[2016-10-24 16:00:00,2016-10-24 16:20:00)","138.84"
"C","1","[2016-10-24 16:20:00,2016-10-24 16:40:00)","138.93"
"C","1","[2016-10-24 16:40:00,2016-10-24 17:00:00)","139.89"
