intersection_id,tollgate_id,time_window,avg_travel_time
C,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",18.95
C,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",125.85
C,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",125.85
C,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",125.85
C,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",108.16
C,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",108.16
C,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",108.16
C,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",18.98
C,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",18.98
C,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",18.98
C,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",40.79
C,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",40.79
C,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",40.79
C,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",65.48
C,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",65.48
C,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",65.48
C,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",59.25
C,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",59.25
C,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",59.25
C,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",18.95
C,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",18.95
C,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",18.95
C,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",18.95
C,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",18.95
C,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",18.95
C,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",103.38
C,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",103.38
C,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",103.38
C,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",85.13
C,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",85.13
C,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",85.13
C,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",18.97
C,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",18.97
C,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",18.97
C,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",27.94
C,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",27.94
C,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",27.94
C,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",98.19
C,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",98.19
C,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",98.19
C,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",81.76
C,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",81.76
C,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",81.76
C,1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",18.98
C,1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",18.98
C,1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",18.98
C,1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",79
C,1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",79
C,1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",79
C,1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",166.85
C,1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",166.85
C,1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",166.85
C,1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",155.29
C,1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",155.29
C,1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",155.29
C,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",74.5
C,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",74.5
C,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",74.5
C,1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",139.03
C,1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",139.03
C,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",139.03
C,1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",159.74
C,1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",159.74
C,1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",159.74
C,1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",143.68
C,1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",143.68
C,1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",143.68
C,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",18.98
C,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",18.98
C,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",18.98
C,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",80.85
C,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",80.85
C,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",80.85
C,1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",134.87
C,1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",134.87
C,1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",134.87
C,1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",122.51
C,1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",122.51
C,1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",122.51
C,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",18.95
C,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",18.95
C,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",18.95
C,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",23.63
C,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",23.63
C,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",23.63
C,1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",137.53
C,1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",137.53
C,1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",137.53
C,1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",122.46
C,1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",122.46
C,1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",122.46
C,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",52.53
C,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",52.53
C,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",52.53
C,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",77.69
C,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",77.69
C,1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",77.69
C,1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",126.84
C,1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",126.84
C,1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",126.84
C,1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",106.42
C,1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",106.42
C,1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",106.42
C,1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",18.95
C,1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",18.95
C,1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",18.95
C,1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",18.95
C,1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",18.95
C,1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",18.95
C,1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",136.14
C,1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",136.14
C,1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",136.14
C,1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",114.54
C,1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",114.54
C,1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",114.54
C,1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",18.96
C,1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",18.96
C,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",18.96
C,1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",45.56
C,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",45.56
C,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",45.56
C,1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",126.62
C,1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",126.62
C,1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",126.62
C,1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",103.18
C,1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",103.18
C,1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",103.18
