,intersection_id,tollgate_id,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,hour,week,minute,travel_time
19318,1,2,1008.4,1013.4,351.0,2.3,22.5,83.0,0.0,13,5,0,66.5622727273
19319,1,2,1008.4,1013.4,351.0,2.3,22.5,83.0,0.0,13,5,20,81.3428
19362,1,2,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,13,5,40,82.4175
19363,1,2,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,14,5,0,142.481176471
19364,1,2,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,14,5,20,129.280625
19365,1,2,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,14,5,40,80.7933333333
19366,1,2,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,15,5,0,77.9189473684
19367,1,2,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,15,5,20,89.107
19368,1,2,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,15,5,40,77.2988888889
19369,1,2,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,16,5,0,84.5165217391
19370,1,2,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,16,5,20,150.347222222
19415,1,2,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,16,5,40,115.090952381
19416,1,2,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,17,5,0,165.956666667
19417,1,2,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,17,5,20,99.214375
19418,1,2,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,17,5,40,69.7468421053
19419,1,2,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,18,5,0,90.6722222222
19420,1,2,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,18,5,20,70.699375
19421,1,2,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,18,5,40,106.97
19422,1,2,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,19,5,0,66.9723529412
19423,1,2,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,19,5,20,76.2429411765
19469,1,2,1008.6,1013.6,284.0,0.7,21.0,96.0,0.0,19,5,40,75.1255
19470,1,2,1008.6,1013.6,284.0,0.7,21.0,96.0,0.0,20,5,0,69.9880952381
19471,1,2,1008.6,1013.6,284.0,0.7,21.0,96.0,0.0,20,5,20,62.742
19472,1,2,1008.6,1013.6,284.0,0.7,21.0,96.0,0.0,20,5,40,80.2966666667
19473,1,2,1008.6,1013.6,284.0,0.7,21.0,96.0,0.0,21,5,0,55.6378571429
19474,1,2,1008.6,1013.6,284.0,0.7,21.0,96.0,0.0,21,5,20,73.6014285714
19475,1,2,1008.6,1013.6,284.0,0.7,21.0,96.0,0.0,21,5,40,79.0437037037
19476,1,2,1008.6,1013.6,284.0,0.7,21.0,96.0,0.0,22,5,0,61.0046153846
19477,1,2,1008.6,1013.6,284.0,0.7,21.0,96.0,0.0,22,5,20,77.8182352941
19519,1,2,1009.4,1014.4,999017.0,0.1,22.3,93.0,0.0,22,5,40,65.3935
19520,1,2,1009.4,1014.4,999017.0,0.1,22.3,93.0,0.0,23,5,0,61.3172727273
19521,1,2,1009.4,1014.4,999017.0,0.1,22.3,93.0,0.0,23,5,20,48.8530769231
19522,1,2,1009.4,1014.4,999017.0,0.1,22.3,93.0,0.0,23,5,40,75.345
19523,1,2,1009.4,1014.4,999017.0,0.1,22.3,93.0,0.0,0,6,0,46.0585714286
19524,1,2,1009.4,1014.4,999017.0,0.1,22.3,93.0,0.0,0,6,20,61.92
19525,1,2,1009.4,1014.4,999017.0,0.1,22.3,93.0,0.0,0,6,40,66.6308333333
19526,1,2,1009.4,1014.4,999017.0,0.1,22.3,93.0,0.0,1,6,0,43.84
19527,1,2,1009.4,1014.4,999017.0,0.1,22.3,93.0,0.0,1,6,20,71.34
19570,1,2,1010.0,1015.0,188.0,1.1,25.1,82.0,0.0,1,6,40,56.381
19571,1,2,1010.0,1015.0,188.0,1.1,25.1,82.0,0.0,2,6,0,52.665
19572,1,2,1010.0,1015.0,188.0,1.1,25.1,82.0,0.0,2,6,20,48.1885714286
19573,1,2,1010.0,1015.0,188.0,1.1,25.1,82.0,0.0,2,6,40,62.2471428571
19574,1,2,1010.0,1015.0,188.0,1.1,25.1,82.0,0.0,3,6,0,62.5466666667
19575,1,2,1010.0,1015.0,188.0,1.1,25.1,82.0,0.0,3,6,20,135.681428571
19576,1,2,1010.0,1015.0,188.0,1.1,25.1,82.0,0.0,3,6,40,54.98
19577,1,2,1010.0,1015.0,188.0,1.1,25.1,82.0,0.0,4,6,0,39.4942857143
19578,1,2,1010.0,1015.0,188.0,1.1,25.1,82.0,0.0,4,6,20,48.02625
19614,1,2,1008.1,1013.0,222.0,1.4,27.3,75.0,0.0,4,6,40,41.994
19615,1,2,1008.1,1013.0,222.0,1.4,27.3,75.0,0.0,5,6,0,50.3308695652
19616,1,2,1008.1,1013.0,222.0,1.4,27.3,75.0,0.0,5,6,20,61.5914285714
19617,1,2,1008.1,1013.0,222.0,1.4,27.3,75.0,0.0,5,6,40,59.9480645161
19618,1,2,1008.1,1013.0,222.0,1.4,27.3,75.0,0.0,6,6,0,74.6602941176
19619,1,2,1008.1,1013.0,222.0,1.4,27.3,75.0,0.0,6,6,20,70.0982758621
19620,1,2,1008.1,1013.0,222.0,1.4,27.3,75.0,0.0,6,6,40,64.4807894737
19621,1,2,1008.1,1013.0,222.0,1.4,27.3,75.0,0.0,7,6,0,79.7694285714
19622,1,2,1008.1,1013.0,222.0,1.4,27.3,75.0,0.0,7,6,20,70.2715384615
19667,1,2,1007.5,1012.4,99.0,1.1,28.1,74.0,0.0,7,6,40,63.8686486486
19668,1,2,1007.5,1012.4,99.0,1.1,28.1,74.0,0.0,8,6,0,53.3084615385
19669,1,2,1007.5,1012.4,99.0,1.1,28.1,74.0,0.0,8,6,20,56.900952381
19670,1,2,1007.5,1012.4,99.0,1.1,28.1,74.0,0.0,8,6,40,56.3106666667
19671,1,2,1007.5,1012.4,99.0,1.1,28.1,74.0,0.0,9,6,0,79.6241666667
19672,1,2,1007.5,1012.4,99.0,1.1,28.1,74.0,0.0,9,6,20,73.7072972973
19673,1,2,1007.5,1012.4,99.0,1.1,28.1,74.0,0.0,9,6,40,61.3693333333
19674,1,2,1007.5,1012.4,99.0,1.1,28.1,74.0,0.0,10,6,0,60.7873333333
19675,1,2,1007.5,1012.4,99.0,1.1,28.1,74.0,0.0,10,6,20,58.5372222222
19721,1,2,1009.0,1014.0,326.0,0.9,25.1,90.0,0.0,10,6,40,61.6088
19722,1,2,1009.0,1014.0,326.0,0.9,25.1,90.0,0.0,11,6,0,69.2927272727
19723,1,2,1009.0,1014.0,326.0,0.9,25.1,90.0,0.0,11,6,20,52.8984
19724,1,2,1009.0,1014.0,326.0,0.9,25.1,90.0,0.0,11,6,40,59.2584210526
19725,1,2,1009.0,1014.0,326.0,0.9,25.1,90.0,0.0,12,6,0,54.8412
19726,1,2,1009.0,1014.0,326.0,0.9,25.1,90.0,0.0,12,6,20,55.600625
19727,1,2,1009.0,1014.0,326.0,0.9,25.1,90.0,0.0,12,6,40,54.7356666667
19728,1,2,1009.0,1014.0,326.0,0.9,25.1,90.0,0.0,13,6,0,51.3175
19729,1,2,1009.0,1014.0,326.0,0.9,25.1,90.0,0.0,13,6,20,60.496
19772,1,2,1009.2,1014.1,322.0,2.2,24.1,94.0,0.0,13,6,40,57.6157142857
19773,1,2,1009.2,1014.1,322.0,2.2,24.1,94.0,0.0,14,6,0,60.8065384615
19774,1,2,1009.2,1014.1,322.0,2.2,24.1,94.0,0.0,14,6,20,63.3311538462
19775,1,2,1009.2,1014.1,322.0,2.2,24.1,94.0,0.0,14,6,40,48.8725
19776,1,2,1009.2,1014.1,322.0,2.2,24.1,94.0,0.0,15,6,0,58.66
19777,1,2,1009.2,1014.1,322.0,2.2,24.1,94.0,0.0,15,6,20,51.1723076923
19778,1,2,1009.2,1014.1,322.0,2.2,24.1,94.0,0.0,15,6,40,71.1333333333
19779,1,2,1009.2,1014.1,322.0,2.2,24.1,94.0,0.0,16,6,0,57.6407407407
19780,1,2,1009.2,1014.1,322.0,2.2,24.1,94.0,0.0,16,6,20,58.2136842105
19824,1,2,1008.3,1013.2,334.0,0.8,23.5,95.0,0.0,16,6,40,56.7311111111
19825,1,2,1008.3,1013.2,334.0,0.8,23.5,95.0,0.0,17,6,0,45.363125
19826,1,2,1008.3,1013.2,334.0,0.8,23.5,95.0,0.0,17,6,20,52.738
19827,1,2,1008.3,1013.2,334.0,0.8,23.5,95.0,0.0,17,6,40,63.6763636364
19828,1,2,1008.3,1013.2,334.0,0.8,23.5,95.0,0.0,18,6,0,68.3583333333
19829,1,2,1008.3,1013.2,334.0,0.8,23.5,95.0,0.0,18,6,20,54.5225
19830,1,2,1008.3,1013.2,334.0,0.8,23.5,95.0,0.0,18,6,40,46.2490909091
19831,1,2,1008.3,1013.2,334.0,0.8,23.5,95.0,0.0,19,6,0,47.2511111111
19832,1,2,1008.3,1013.2,334.0,0.8,23.5,95.0,0.0,19,6,20,63.5675
19871,1,2,1007.2,1012.1,172.0,2.0,23.7,95.0,0.0,19,6,40,56.6133333333
19872,1,2,1007.2,1012.1,172.0,2.0,23.7,95.0,0.0,20,6,0,44.3833333333
19873,1,2,1007.2,1012.1,172.0,2.0,23.7,95.0,0.0,20,6,20,44.00625
19874,1,2,1007.2,1012.1,172.0,2.0,23.7,95.0,0.0,20,6,40,55.2375
19875,1,2,1007.2,1012.1,172.0,2.0,23.7,95.0,0.0,21,6,0,63.96
19876,1,2,1007.2,1012.1,172.0,2.0,23.7,95.0,0.0,21,6,20,39.435
19877,1,2,1007.2,1012.1,172.0,2.0,23.7,95.0,0.0,21,6,40,50.062
19878,1,2,1007.2,1012.1,172.0,2.0,23.7,95.0,0.0,22,6,0,43.9375
19879,1,2,1007.2,1012.1,172.0,2.0,23.7,95.0,0.0,22,6,20,50.316
19920,1,2,1007.8,1012.7,227.0,2.1,25.6,89.0,0.0,22,6,40,40.12
19921,1,2,1007.8,1012.7,227.0,2.1,25.6,89.0,0.0,23,6,0,39.3266666667
19922,1,2,1007.8,1012.7,227.0,2.1,25.6,89.0,0.0,23,6,20,45.4666666667
19923,1,2,1007.8,1012.7,227.0,2.1,25.6,89.0,0.0,23,6,40,35.155
19924,1,2,1007.8,1012.7,227.0,2.1,25.6,89.0,0.0,0,7,0,35.26625
19925,1,2,1007.8,1012.7,227.0,2.1,25.6,89.0,0.0,0,7,20,43.77
19926,1,2,1007.8,1012.7,227.0,2.1,25.6,89.0,0.0,0,7,40,20.17
19948,1,2,1007.0,1011.9,220.0,2.9,30.1,64.0,0.0,2,7,40,57.315
19949,1,2,1007.0,1011.9,220.0,2.9,30.1,64.0,0.0,3,7,0,49.41
19950,1,2,1007.0,1011.9,220.0,2.9,30.1,64.0,0.0,3,7,20,27.645
19951,1,2,1007.0,1011.9,220.0,2.9,30.1,64.0,0.0,3,7,40,41.38
19952,1,2,1007.0,1011.9,220.0,2.9,30.1,64.0,0.0,4,7,20,27.7
19963,1,2,1004.4,1009.3,208.0,2.3,32.8,52.0,0.0,4,7,40,42.495
19964,1,2,1004.4,1009.3,208.0,2.3,32.8,52.0,0.0,5,7,0,42.02
19965,1,2,1004.4,1009.3,208.0,2.3,32.8,52.0,0.0,5,7,20,29.4833333333
19966,1,2,1004.4,1009.3,208.0,2.3,32.8,52.0,0.0,5,7,40,39.6042857143
19967,1,2,1004.4,1009.3,208.0,2.3,32.8,52.0,0.0,6,7,0,39.042
19968,1,2,1004.4,1009.3,208.0,2.3,32.8,52.0,0.0,6,7,20,125.863571429
19969,1,2,1004.4,1009.3,208.0,2.3,32.8,52.0,0.0,6,7,40,52.987
19970,1,2,1004.4,1009.3,208.0,2.3,32.8,52.0,0.0,7,7,0,42.4116666667
19971,1,2,1004.4,1009.3,208.0,2.3,32.8,52.0,0.0,7,7,20,49.2829411765
20005,1,2,1004.1,1009.0,235.0,1.4,29.9,66.0,0.0,7,7,40,55.4713333333
20006,1,2,1004.1,1009.0,235.0,1.4,29.9,66.0,0.0,8,7,0,44.1065217391
20007,1,2,1004.1,1009.0,235.0,1.4,29.9,66.0,0.0,8,7,20,63.6665217391
20008,1,2,1004.1,1009.0,235.0,1.4,29.9,66.0,0.0,8,7,40,69.0361538462
20009,1,2,1004.1,1009.0,235.0,1.4,29.9,66.0,0.0,9,7,0,54.6393181818
20010,1,2,1004.1,1009.0,235.0,1.4,29.9,66.0,0.0,9,7,20,55.6443243243
20011,1,2,1004.1,1009.0,235.0,1.4,29.9,66.0,0.0,9,7,40,54.3673913043
20012,1,2,1004.1,1009.0,235.0,1.4,29.9,66.0,0.0,10,7,0,43.27
20058,1,2,1005.9,1010.8,9.0,5.9,25.8,79.0,0.0,10,7,40,102.036153846
20059,1,2,1005.9,1010.8,9.0,5.9,25.8,79.0,0.0,11,7,0,46.6307692308
20060,1,2,1005.9,1010.8,9.0,5.9,25.8,79.0,0.0,11,7,20,46.9866666667
20061,1,2,1005.9,1010.8,9.0,5.9,25.8,79.0,0.0,11,7,40,52.1492307692
20062,1,2,1005.9,1010.8,9.0,5.9,25.8,79.0,0.0,12,7,0,41.54
20063,1,2,1005.9,1010.8,9.0,5.9,25.8,79.0,0.0,12,7,20,58.5842857143
20064,1,2,1005.9,1010.8,9.0,5.9,25.8,79.0,0.0,12,7,40,48.42
20065,1,2,1005.9,1010.8,9.0,5.9,25.8,79.0,0.0,13,7,0,52.327
20066,1,2,1005.9,1010.8,9.0,5.9,25.8,79.0,0.0,13,7,20,50.77
20108,1,2,1006.4,1011.3,358.0,2.3,23.2,93.0,0.0,13,7,40,58.1617647059
20109,1,2,1006.4,1011.3,358.0,2.3,23.2,93.0,0.0,14,7,0,52.5311111111
20110,1,2,1006.4,1011.3,358.0,2.3,23.2,93.0,0.0,14,7,20,47.770625
20111,1,2,1006.4,1011.3,358.0,2.3,23.2,93.0,0.0,14,7,40,53.4425
20112,1,2,1006.4,1011.3,358.0,2.3,23.2,93.0,0.0,15,7,0,56.618
20113,1,2,1006.4,1011.3,358.0,2.3,23.2,93.0,0.0,15,7,20,54.475625
20114,1,2,1006.4,1011.3,358.0,2.3,23.2,93.0,0.0,15,7,40,54.7972222222
20115,1,2,1006.4,1011.3,358.0,2.3,23.2,93.0,0.0,16,7,0,65.475
20116,1,2,1006.4,1011.3,358.0,2.3,23.2,93.0,0.0,16,7,20,44.82
20160,1,2,1005.5,1010.4,5.0,1.0,22.7,91.0,0.0,16,7,40,45.26125
20161,1,2,1005.5,1010.4,5.0,1.0,22.7,91.0,0.0,17,7,0,47.1190909091
20162,1,2,1005.5,1010.4,5.0,1.0,22.7,91.0,0.0,17,7,20,47.769
20163,1,2,1005.5,1010.4,5.0,1.0,22.7,91.0,0.0,17,7,40,47.084
20164,1,2,1005.5,1010.4,5.0,1.0,22.7,91.0,0.0,18,7,0,60.246
20165,1,2,1005.5,1010.4,5.0,1.0,22.7,91.0,0.0,18,7,20,53.3088888889
20166,1,2,1005.5,1010.4,5.0,1.0,22.7,91.0,0.0,18,7,40,48.307
20167,1,2,1005.5,1010.4,5.0,1.0,22.7,91.0,0.0,19,7,0,44.3958823529
20168,1,2,1005.5,1010.4,5.0,1.0,22.7,91.0,0.0,19,7,20,73.7453846154
20212,1,2,1005.6,1010.5,11.0,2.7,22.6,90.0,0.0,19,7,40,51.5775
20213,1,2,1005.6,1010.5,11.0,2.7,22.6,90.0,0.0,20,7,0,52.16
20214,1,2,1005.6,1010.5,11.0,2.7,22.6,90.0,0.0,20,7,20,52.9126086957
20215,1,2,1005.6,1010.5,11.0,2.7,22.6,90.0,0.0,20,7,40,57.152
20216,1,2,1005.6,1010.5,11.0,2.7,22.6,90.0,0.0,21,7,0,43.9475
20217,1,2,1005.6,1010.5,11.0,2.7,22.6,90.0,0.0,21,7,20,46.782
20218,1,2,1005.6,1010.5,11.0,2.7,22.6,90.0,0.0,21,7,40,48.18125
20219,1,2,1005.6,1010.5,11.0,2.7,22.6,90.0,0.0,22,7,0,38.7542857143
20220,1,2,1005.6,1010.5,11.0,2.7,22.6,90.0,0.0,22,7,20,55.7583333333
20257,1,2,1007.4,1012.3,13.0,2.6,22.4,85.0,0.0,22,7,40,79.062
20258,1,2,1007.4,1012.3,13.0,2.6,22.4,85.0,0.0,23,7,0,59.22
20259,1,2,1007.4,1012.3,13.0,2.6,22.4,85.0,0.0,23,7,20,30.855
20260,1,2,1007.4,1012.3,13.0,2.6,22.4,85.0,0.0,23,7,40,115.895
20261,1,2,1007.4,1012.3,13.0,2.6,22.4,85.0,0.0,0,1,0,44.7
20262,1,2,1007.4,1012.3,13.0,2.6,22.4,85.0,0.0,0,1,20,78.88
20263,1,2,1007.4,1012.3,13.0,2.6,22.4,85.0,0.0,0,1,40,39.25
20264,1,2,1007.4,1012.3,13.0,2.6,22.4,85.0,0.0,1,1,0,38.1033333333
20265,1,2,1007.4,1012.3,13.0,2.6,22.4,85.0,0.0,1,1,20,32.67
20287,1,2,1007.9,1012.9,10.0,1.9,23.6,79.0,0.0,1,1,40,56.16
20288,1,2,1007.9,1012.9,10.0,1.9,23.6,79.0,0.0,2,1,20,36.95
20289,1,2,1007.9,1012.9,10.0,1.9,23.6,79.0,0.0,2,1,40,39.48
20290,1,2,1007.9,1012.9,10.0,1.9,23.6,79.0,0.0,3,1,0,87.32
20291,1,2,1007.9,1012.9,10.0,1.9,23.6,79.0,0.0,3,1,20,40.3266666667
20292,1,2,1007.9,1012.9,10.0,1.9,23.6,79.0,0.0,3,1,40,71.9433333333
20293,1,2,1007.9,1012.9,10.0,1.9,23.6,79.0,0.0,4,1,0,50.2
20294,1,2,1007.9,1012.9,10.0,1.9,23.6,79.0,0.0,4,1,20,49.65
20307,1,2,1005.8,1010.7,35.0,2.6,25.4,72.0,0.0,4,1,40,46.2566666667
20308,1,2,1005.8,1010.7,35.0,2.6,25.4,72.0,0.0,5,1,0,60.45
20309,1,2,1005.8,1010.7,35.0,2.6,25.4,72.0,0.0,5,1,20,44.44
20310,1,2,1005.8,1010.7,35.0,2.6,25.4,72.0,0.0,5,1,40,103.23
20311,1,2,1005.8,1010.7,35.0,2.6,25.4,72.0,0.0,6,1,0,35.514
20312,1,2,1005.8,1010.7,35.0,2.6,25.4,72.0,0.0,6,1,20,54.4872727273
20313,1,2,1005.8,1010.7,35.0,2.6,25.4,72.0,0.0,6,1,40,48.7944444444
20314,1,2,1005.8,1010.7,35.0,2.6,25.4,72.0,0.0,7,1,0,58.89625
20315,1,2,1005.8,1010.7,35.0,2.6,25.4,72.0,0.0,7,1,20,49.87
20345,1,2,1006.2,1011.2,44.0,3.6,24.2,79.0,0.0,7,1,40,49.3455555556
20346,1,2,1006.2,1011.2,44.0,3.6,24.2,79.0,0.0,8,1,0,45.3254166667
20347,1,2,1006.2,1011.2,44.0,3.6,24.2,79.0,0.0,8,1,20,49.7990909091
20348,1,2,1006.2,1011.2,44.0,3.6,24.2,79.0,0.0,8,1,40,54.3481818182
20349,1,2,1006.2,1011.2,44.0,3.6,24.2,79.0,0.0,9,1,0,20.07
20350,1,2,1006.2,1011.2,44.0,3.6,24.2,79.0,0.0,9,1,20,19.49
20351,1,2,1006.2,1011.2,44.0,3.6,24.2,79.0,0.0,9,1,40,40.2325
20352,1,2,1006.2,1011.2,44.0,3.6,24.2,79.0,0.0,10,1,20,105.79
20396,1,2,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,11,1,0,115.11
20397,1,2,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,11,1,20,61.0733333333
20398,1,2,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,11,1,40,38.1957142857
20399,1,2,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,12,1,0,60.2107142857
20400,1,2,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,12,1,20,45.0008333333
20401,1,2,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,12,1,40,47.3728571429
20402,1,2,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,13,1,0,59.6466666667
20403,1,2,1007.5,1012.5,29.0,1.8,24.0,78.0,0.0,13,1,20,51.262
20448,1,2,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,13,1,40,59.9975757576
20449,1,2,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,14,1,0,52.7043478261
20450,1,2,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,14,1,20,45.7213636364
20451,1,2,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,14,1,40,52.2953846154
20452,1,2,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,15,1,0,49.3421428571
20453,1,2,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,15,1,20,43.2072727273
20454,1,2,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,15,1,40,60.5344444444
20455,1,2,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,16,1,0,81.7583333333
20456,1,2,1008.2,1013.2,62.0,3.1,23.1,76.0,0.0,16,1,20,60.5557142857
20501,1,2,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,16,1,40,51.46
20502,1,2,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,17,1,0,63.4742857143
20503,1,2,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,17,1,20,44.66
20504,1,2,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,17,1,40,67.9266666667
20505,1,2,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,18,1,0,49.7471428571
20506,1,2,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,18,1,20,44.69
20507,1,2,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,18,1,40,44.9942857143
20508,1,2,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,19,1,0,37.9722222222
20509,1,2,1007.7,1012.7,347.0,1.3,20.8,80.0,0.0,19,1,20,53.2541666667
20551,1,2,1007.5,1012.5,303.0,1.9,20.7,88.0,0.0,19,1,40,40.1566666667
20552,1,2,1007.5,1012.5,303.0,1.9,20.7,88.0,0.0,20,1,0,50.89
20553,1,2,1007.5,1012.5,303.0,1.9,20.7,88.0,0.0,20,1,20,47.62125
20554,1,2,1007.5,1012.5,303.0,1.9,20.7,88.0,0.0,20,1,40,52.26375
20555,1,2,1007.5,1012.5,303.0,1.9,20.7,88.0,0.0,21,1,0,72.4383333333
20556,1,2,1007.5,1012.5,303.0,1.9,20.7,88.0,0.0,21,1,20,41.205
20557,1,2,1007.5,1012.5,303.0,1.9,20.7,88.0,0.0,21,1,40,60.1266666667
20558,1,2,1007.5,1012.5,303.0,1.9,20.7,88.0,0.0,22,1,0,40.146
20559,1,2,1007.5,1012.5,303.0,1.9,20.7,88.0,0.0,22,1,20,49.3425
20596,1,2,1008.0,1013.0,330.0,2.3,21.6,84.0,0.0,22,1,40,40.7366666667
20597,1,2,1008.0,1013.0,330.0,2.3,21.6,84.0,0.0,23,1,40,35.3425
20598,1,2,1008.0,1013.0,330.0,2.3,21.6,84.0,0.0,0,2,0,54.57
20599,1,2,1008.0,1013.0,330.0,2.3,21.6,84.0,0.0,0,2,40,39.82
20600,1,2,1008.0,1013.0,330.0,2.3,21.6,84.0,0.0,1,2,0,60.68
20628,1,2,1007.4,1012.4,344.0,2.0,23.1,74.0,0.0,2,2,0,49.45
20629,1,2,1007.4,1012.4,344.0,2.0,23.1,74.0,0.0,2,2,40,44.79
20630,1,2,1007.4,1012.4,344.0,2.0,23.1,74.0,0.0,3,2,20,37.81
20631,1,2,1007.4,1012.4,344.0,2.0,23.1,74.0,0.0,3,2,40,35.565
20632,1,2,1007.4,1012.4,344.0,2.0,23.1,74.0,0.0,4,2,0,85.8066666667
20633,1,2,1007.4,1012.4,344.0,2.0,23.1,74.0,0.0,4,2,20,129.935
20649,1,2,1005.5,1010.5,329.0,1.3,24.5,71.0,0.0,4,2,40,71.3325
20650,1,2,1005.5,1010.5,329.0,1.3,24.5,71.0,0.0,5,2,0,40.7166666667
20651,1,2,1005.5,1010.5,329.0,1.3,24.5,71.0,0.0,5,2,20,39.17
20652,1,2,1005.5,1010.5,329.0,1.3,24.5,71.0,0.0,5,2,40,42.2
20653,1,2,1005.5,1010.5,329.0,1.3,24.5,71.0,0.0,6,2,0,72.51
20654,1,2,1005.5,1010.5,329.0,1.3,24.5,71.0,0.0,6,2,20,44.884
20655,1,2,1005.5,1010.5,329.0,1.3,24.5,71.0,0.0,6,2,40,49.2783333333
20656,1,2,1005.5,1010.5,329.0,1.3,24.5,71.0,0.0,7,2,0,48.979
20657,1,2,1005.5,1010.5,329.0,1.3,24.5,71.0,0.0,7,2,20,66.3266666667
20687,1,2,1005.1,1010.1,327.0,1.5,23.9,75.0,0.0,7,2,40,47.2763636364
20688,1,2,1005.1,1010.1,327.0,1.5,23.9,75.0,0.0,8,2,0,45.5754166667
20689,1,2,1005.1,1010.1,327.0,1.5,23.9,75.0,0.0,8,2,20,53.0255555556
20690,1,2,1005.1,1010.1,327.0,1.5,23.9,75.0,0.0,8,2,40,53.2648275862
20691,1,2,1005.1,1010.1,327.0,1.5,23.9,75.0,0.0,9,2,0,47.8734615385
20692,1,2,1005.1,1010.1,327.0,1.5,23.9,75.0,0.0,9,2,20,63.8727272727
20693,1,2,1005.1,1010.1,327.0,1.5,23.9,75.0,0.0,9,2,40,63.1264285714
20694,1,2,1005.1,1010.1,327.0,1.5,23.9,75.0,0.0,10,2,0,50.4625
20695,1,2,1005.1,1010.1,327.0,1.5,23.9,75.0,0.0,10,2,20,64.5605882353
20738,1,2,1006.4,1011.4,330.0,1.3,22.9,78.0,0.0,10,2,40,53.6551515152
20739,1,2,1006.4,1011.4,330.0,1.3,22.9,78.0,0.0,11,2,0,68.2875
20740,1,2,1006.4,1011.4,330.0,1.3,22.9,78.0,0.0,11,2,20,71.7833333333
20741,1,2,1006.4,1011.4,330.0,1.3,22.9,78.0,0.0,11,2,40,48.5395652174
20742,1,2,1006.4,1011.4,330.0,1.3,22.9,78.0,0.0,12,2,0,57.0231818182
20743,1,2,1006.4,1011.4,330.0,1.3,22.9,78.0,0.0,12,2,20,48.7704
20744,1,2,1006.4,1011.4,330.0,1.3,22.9,78.0,0.0,12,2,40,51.1469565217
20745,1,2,1006.4,1011.4,330.0,1.3,22.9,78.0,0.0,13,2,0,49.9705263158
20746,1,2,1006.4,1011.4,330.0,1.3,22.9,78.0,0.0,13,2,20,50.1426923077
20791,1,2,1006.8,1011.8,310.0,1.5,22.6,80.0,0.0,13,2,40,45.465
20792,1,2,1006.8,1011.8,310.0,1.5,22.6,80.0,0.0,14,2,0,53.6820833333
20793,1,2,1006.8,1011.8,310.0,1.5,22.6,80.0,0.0,14,2,20,52.8991666667
20794,1,2,1006.8,1011.8,310.0,1.5,22.6,80.0,0.0,14,2,40,58.8165384615
20795,1,2,1006.8,1011.8,310.0,1.5,22.6,80.0,0.0,15,2,0,63.2255813953
20796,1,2,1006.8,1011.8,310.0,1.5,22.6,80.0,0.0,15,2,20,57.2905555556
20797,1,2,1006.8,1011.8,310.0,1.5,22.6,80.0,0.0,15,2,40,50.7209090909
20798,1,2,1006.8,1011.8,310.0,1.5,22.6,80.0,0.0,16,2,0,68.32
20799,1,2,1006.8,1011.8,310.0,1.5,22.6,80.0,0.0,16,2,20,63.9611428571
20844,1,2,1006.6,1011.6,335.0,2.0,20.3,90.0,0.0,16,2,40,68.3666666667
20845,1,2,1006.6,1011.6,335.0,2.0,20.3,90.0,0.0,17,2,0,65.4503571429
20846,1,2,1006.6,1011.6,335.0,2.0,20.3,90.0,0.0,17,2,20,60.5453571429
